horse_id,horse,trainer,trainer_id,owner,owner_id,sire,sire_id,dam,dam_id
hrs_37890538,Cloonainra (IRE),John C McConnell,trn_132759,Miss Pauline A Conlon,own_952360,Financial Reward (IRE),sir_4586785,Ashes Summer (IRE),dam_5190031
hrs_25469969,Ayrton (FR),T J O'Mara,trn_68454,Miss R Hickey,own_476020,Toronado (IRE),sir_5601218,Sans Retenue (FR),dam_25469962
hrs_29226687,Champagne Dawn (IRE),T J O'Mara,trn_68454,Miss R Hickey,own_476020,Shantou (USA),sir_740670,Morning Calm (GB),dam_3678220
hrs_23111256,Gekkota (FR),T J O'Mara,trn_68454,Miss R Hickey,own_476020,Tiger Groom (GB),sir_3647602,Villa Urbana (FR),dam_23111620
hrs_39978253,Half Montlioux (FR),T J O'Mara,trn_68454,Miss R Hickey,own_476020,Spanish Moon (USA),sir_4548635,Cherry Cherry (FR),dam_39978246
hrs_35596596,Happy Friend (IRE),T J O'Mara,trn_68454,Miss R Hickey,own_476020,Elzaam (AUS),sir_5272953,Maid Of Ale (IRE),dam_4555600
hrs_27846000,Mr Sundancer (GB),John Joseph Hanlon,trn_169605,Miss Rachel Oneill John C Hurley,own_1338024,Paco Boy (IRE),sir_4799585,Trumpet Lily (GB),dam_4808538
hrs_31082933,Inatosha (IRE),Anthony McCann,trn_268344,Miss Rita Shah,own_73136,Red Jazz (USA),sir_5108635,Pitrizza (IRE),dam_3770445
hrs_29509382,Milan's Ruby (IRE),Anthony McCann,trn_268344,Miss Rita Shah,own_73136,Milan (GB),sir_3734157,Some Gem (IRE),dam_5162843
hrs_21512225,Simply Shabra (IRE),Anthony McCann,trn_268344,Miss Rita Shah,own_73136,Mountain High (IRE),sir_4270791,Valley Way (IRE),dam_21512421
hrs_27414772,Whimsy (GB),Anthony McCann,trn_268344,Miss Rita Shah,own_73136,Charming Thought (GB),sir_6017487,Cape Victoria (GB),dam_6044612
hrs_40669041,Arctic Piper (IRE),Patrick T Foley,trn_343980,Miss S Foley,own_462652,Walk In The Park (IRE),sir_4218179,Arctic Lady (GER),dam_31287802
hrs_19866749,Le Grand Vert (FR),J P Dempsey,trn_147078,Miss Sarah Dempsey,own_20424,Great Pretender (IRE),sir_3845786,Eliga (FR),dam_4786362
hrs_34678448,Make Sunshine (IRE),James M Barrett,trn_43722,Miss Sarah J Corcoran,own_988360,Make Believe (GB),sir_6104063,Sahara Sunshine (GB),dam_4940229
hrs_39469115,Duke Silver (IRE),Joseph Patrick O'Brien,trn_289305,Miss Sarah Obrien,own_1027328,Order Of St George (IRE),sir_6059046,Angel Chorus (IRE),dam_5709550
hrs_39941167,Nitty Gritty (IRE),Joseph Patrick O'Brien,trn_289305,Miss Sarah Obrien,own_1027328,Order Of St George (IRE),sir_6059046,Scarlet Sky (IRE),dam_7223902
hrs_35686448,Roedora (IRE),Joseph Patrick O'Brien,trn_289305,Miss Sarah Obrien,own_1027328,Getaway (GER),sir_4602430,Angel Chorus (IRE),dam_5709550
hrs_30122960,Ambush Annie (IRE),S R B Crawford,trn_149364,Miss Sophie Bell,own_1314216,Fame And Glory (GB),sir_4871055,Ambush Angel (IRE),dam_5540150
hrs_6265602,Falak (IRE),Miss Tracy M Reilly,trn_148284,Miss Tracy M Reilly,own_470400,Teofilo (IRE),sir_4546038,Family (USA),dam_5147387
hrs_33975277,Downtherefordancin (GB),Gavin Cromwell,trn_160524,Mmw Racing Syndicate,own_1308096,Passing Glance (GB),sir_2998898,Tanwir (GB),dam_4169165
hrs_34746628,Stuntman Steve (IRE),Gavin Cromwell,trn_160524,Mmw Racing Syndicatedeclan Mac Mahon,own_1404944,Getaway (GER),sir_4602430,Mrs Bob (IRE),dam_30016560
hrs_27237735,The Model Kingdom (IRE),Noel Meade,trn_40014,Model Kingdom Syndicate,own_1238336,Aizavoski (IRE),sir_5128872,Fickle Fortune (IRE),dam_5611907
hrs_43097383,Dahab (IRE),Denis Gerard Hogan,trn_196911,Mohammed Bin Hamad Khalifa Al Attiyah,own_922160,Saxon Warrior (JPN),sir_11118415,Zman Awal (IRE),dam_5950021
hrs_43097397,My Teofilo (IRE),Denis Gerard Hogan,trn_196911,Mohammed Bin Hamad Khalifa Al Attiyah,own_922160,Teofilo (IRE),sir_4546038,Nacre (JPN),dam_13240738
hrs_39469122,Medadthebookie (GB),Edward Buckley,trn_370044,Molly Paul Willis Racing,own_1262080,Mondialiste (IRE),sir_5834787,Ocean Princess (IRE),dam_6988569
hrs_41053040,Giddyupngogo (GB),Edward Buckley,trn_370044,Molly Willis,own_1406856,Shirocco (GER),sir_4009460,Pectora (IRE),dam_5866644
hrs_28707035,Chosen Witness (IRE),W P Mullins,trn_13275,Monabeg Investments Limited,own_1103752,Well Chosen (GB),sir_3090514,Whatareyousaying (IRE),dam_5229378
hrs_35175924,Cailin Aibrean (IRE),Peter Fahey,trn_206631,Money For Jam Syndicate,own_1061836,Mount Nelson (GB),sir_4624228,Rapid Replay (IRE),dam_35175917
hrs_34253478,Juniper Hill (IRE),Paul Nolan,trn_86823,Moonlight Syndicate,own_377704,Affinisea (IRE),sir_5784198,Shocona (IRE),dam_4914819
hrs_34860140,Arctic Craft (IRE),Hugh Paul Finegan,trn_135882,Morgan Ryan Hugh Paul Finegan,own_1237488,Arctic Cosmos (USA),sir_5206740,Giftcraft (IRE),dam_34860294
hrs_14995246,Futurum Regem (IRE),Hugh Paul Finegan,trn_135882,Morgan Ryan Hugh Paul Finegan,own_1237488,Sir Prancealot (IRE),sir_5601162,Desert's Queen (IRE),dam_5705357
hrs_21955437,Sweet Will (IRE),Emmet Mullins,trn_278739,Mount Car Syndicate,own_1351480,Dragon Pulse (IRE),sir_5507334,Hallie's Comet (IRE),dam_5000058
hrs_30672033,Mighty Mo Missouri (IRE),Mrs John Harrington,trn_11565,Mount Temple Three Syndicate,own_994688,Zoffany (IRE),sir_5292651,What Say You (IRE),dam_6026524
hrs_34571425,El Barakah (IRE),Henry De Bromhead,trn_11241,Mowog Syndicate,own_491424,El Salvador (IRE),sir_5534235,Barakah (IRE),dam_34571747
hrs_41325137,Chief O'Hara (IRE),John C McConnell,trn_132759,Mr Mrs A J Mutch,own_713972,Doyen (IRE),sir_3983700,Folly Dat (IRE),dam_8411466
hrs_21614887,Grand Cru Chatho (FR),Edward Cawley,trn_143190,Mr Mrs J Owens Partnership,own_938528,Policy Maker (IRE),sir_3897341,Pretty Moon (FR),dam_6148772
hrs_20439160,Cotteemcavennigoal (IRE),Shane Crawley,trn_259740,Mr Mrs Keane,own_1205728,Kalanisi (IRE),sir_3366048,Brega Queen (IRE),dam_5406415
hrs_36515101,Arctic Gale (IRE),Emmet Mullins,trn_278739,Mrs A F Mee,own_72880,Arctic Cosmos (USA),sir_5206740,Celestial Gale (IRE),dam_4585504
hrs_30096689,Malbay Madness (IRE),Emmet Mullins,trn_278739,Mrs A F Mee,own_72880,Wings Of Eagles (FR),sir_7340921,Star Search (GB),dam_13988401
hrs_34665281,Sea Music (IRE),Emmet Mullins,trn_278739,Mrs A F Mee,own_72880,Sea Moon (GB),sir_5379878,Sweet Music (IRE),dam_4095455
hrs_21689339,Teed Up (IRE),Emmet Mullins,trn_278739,Mrs A F Mee,own_72880,Gleneagles (IRE),sir_6014925,Dibiya (IRE),dam_3853150
hrs_15451282,Mt Leinster (IRE),John C McConnell,trn_132759,Mrs A F Mee,own_72880,Beat Hollow (GB),sir_3616242,Sixhills (FR),dam_3927805
hrs_24456236,Enfranchise (IRE),John Joseph Hanlon,trn_169605,Mrs A F Mee,own_72880,Invincible Spirit (IRE),sir_3548489,Saoirse Abu (USA),dam_4749150
hrs_22268533,Colonel Mustard (FR),Mrs Lorna Fowler,trn_251181,Mrs A Frost P G Davies R H Fowler,own_1241504,Makfi (GB),sir_5266135,Waldblume (GER),dam_4235133
hrs_34457045,Bossofthebrownies (IRE),M F Morris,trn_35019,Mrs A M Daly,own_161864,Ocovango (GB),sir_5603829,Gorgeousreach (IRE),dam_5951414
hrs_32982334,Noble Talent (IRE),T J Nagle Jr,trn_124578,Mrs Ailish Glynn,own_498452,Getaway (GER),sir_4602430,Noble Motive (IRE),dam_6920186
hrs_37476460,Mabel In May (IRE),Conor David Maxwell,trn_362502,Mrs Alison Dalgarno,own_858256,Shirocco (GER),sir_4009460,Monas Goin Nowhere (IRE),dam_37476453
hrs_35150521,Aspurofthemoment (IRE),Eugene M O'Sullivan,trn_37629,Mrs Alurie Osullivan,own_211280,Ocovango (GB),sir_5603829,Nadwell (IRE),dam_8714251
hrs_34238218,Ikalimix (FR),Eugene M O'Sullivan,trn_37629,Mrs Alurie Osullivan,own_211280,Al Namix (FR),sir_3647567,Tersina (FR),dam_26861457
hrs_40819576,Princess Felicia (IRE),M J Tynan,trn_45900,Mrs Andria Kemp,own_1180696,Jukebox Jury (IRE),sir_4966836,North Star Poly (IRE),dam_5844734
hrs_33903947,Arabian Diamond (IRE),Gordon Elliott,trn_163305,Mrs Ann Marie Mcmanus,own_763196,Getaway (GER),sir_4602430,Fantastic Fleur (GER),dam_4251667
hrs_39959213,Last Round (IRE),Gordon Elliott,trn_163305,Mrs Ann Marie Mcmanus,own_763196,Getaway (GER),sir_4602430,Fantastic Fleur (GER),dam_4251667
hrs_24506475,Return To Base (IRE),Gordon Elliott,trn_163305,Mrs Ann Marie Mcmanus,own_763196,Flemensfirth (USA),sir_676046,Accordello (IRE),dam_4263917
hrs_39959206,Welcome Back (IRE),Gordon Elliott,trn_163305,Mrs Ann Marie Mcmanus,own_763196,Getaway (GER),sir_4602430,Fantastic Fleur (GER),dam_4251667
hrs_38809232,Who Do You Think (IRE),Liam P Cusack,trn_146349,Mrs Ann Woods,own_1357584,Westerner (GB),sir_3927665,Who's That (IRE),dam_5789126
hrs_39296418,A Okay (IRE),J A Berry,trn_44721,Mrs Anna Berry,own_458484,Sandmason (GB),sir_3548951,Try It Again (IRE),dam_6132952
hrs_27451900,Cruisin Susan (IRE),J A Berry,trn_44721,Mrs Anna Berry,own_458484,Walk In The Park (IRE),sir_4218179,Taleia (GER),dam_5372507
hrs_30122925,Redondo Beach (IRE),J A Berry,trn_44721,Mrs Anna Berry,own_458484,Mount Nelson (GB),sir_4624228,Glen's Gift (IRE),dam_29409891
hrs_33660256,Cut The Rope (FR),Paul Nolan,trn_86823,Mrs Anne Coffey Mrs K Browne,own_914496,Sea The Stars (IRE),sir_4868829,Sea My Angel (FR),dam_7064414
hrs_29327172,Bloomhill (IRE),Philip Fenton,trn_146493,Mrs Anne Derwin,own_447752,Gamut (IRE),sir_3779559,Doonbeg (IRE),dam_5534319
hrs_45226272,Ardskeagh Nia (IRE),Brian M McMahon,trn_259749,Mrs Anne Mcmahon,own_982700,Sageburg (IRE),sir_4782463,Shuil Away (IRE),dam_23233448
hrs_38089233,Youghalvalley (IRE),Brian M McMahon,trn_259749,Mrs Anne Mcmahon,own_982700,Getaway (GER),sir_4602430,Present Valley (IRE),dam_29012942
hrs_39021374,Argento Boy (IRE),W P Mullins,trn_13275,Mrs Audrey Turley,own_832032,Jukebox Jury (IRE),sir_4966836,Backaway (IRE),dam_5590928
hrs_47282375,Gorvitho (FR),W P Mullins,trn_13275,Mrs Audrey Turley,own_832032,No Risk At All (FR),sir_5221342,Gorvina (FR),dam_44043489
hrs_25770738,Got Glory (FR),W P Mullins,trn_13275,Mrs Audrey Turley,own_832032,Great Pretender (IRE),sir_3845786,Hideaway Girl (GB),dam_5115964
hrs_33375090,Highwind (FR),W P Mullins,trn_13275,Mrs Audrey Turley,own_832032,Zarak (FR),sir_6319173,Forecaster (GB),dam_6282668
hrs_22697192,Olympic Man (FR),W P Mullins,trn_13275,Mrs Audrey Turley,own_832032,Martaline (GB),sir_3862593,Parcelle De Sou (FR),dam_4055863
hrs_36921297,Georgia Celena (IRE),John C McConnell,trn_132759,Mrs B Cunningham,own_75740,Hillstar (GB),sir_5600931,Georgia Girl (IRE),dam_29409254
hrs_46233551,Ifyouaskme (IRE),Richard Hennessy,trn_376056,Mrs B Hennessy,own_218648,Ask (GB),sir_4538492,My Twist (IRE),dam_4587135
hrs_40393451,Pebble To A Pearl (IRE),Paul Power,trn_278730,Mrs B Power,own_922660,Pillar Coral (GB),sir_7976311,Drakaina (IRE),dam_7333858
hrs_40352354,Game Phoenix (IRE),Paul Power,trn_278730,Mrs B Power John J Phelan,own_1137564,Phoenix Of Spain (IRE),sir_14576338,Alsrab (GB),dam_6309170
hrs_21327796,Beau's Candle (IRE),Declan Queally,trn_71892,Mrs B Queally,own_362588,Winged Love (IRE),sir_634410,Bubbly Lass (IRE),dam_4581150
hrs_34665330,Beggars Rock (IRE),Declan Queally,trn_71892,Mrs B Queally,own_362588,Soldier Of Fortune (IRE),sir_4624284,Try Trix (IRE),dam_34665722
hrs_46450222,Danny By Boy (IRE),Declan Queally,trn_71892,Mrs B Queally,own_362588,Diamond Boy (FR),sir_5181561,Forever Young (IRE),dam_22057091
hrs_38884622,Diamond Nora (IRE),Declan Queally,trn_71892,Mrs B Queally,own_362588,Diamond Boy (FR),sir_5181561,Essaoira Jewel (IRE),dam_21053697
hrs_26408676,Intersky Sunset (IRE),Declan Queally,trn_71892,Mrs B Queally,own_362588,Libertarian (GB),sir_5835837,All My Judges (GB),dam_9787239
hrs_47620818,Justlikefire (GB),Declan Queally,trn_71892,Mrs B Queally,own_362588,Doyen (IRE),sir_3983700,Firey Witness (IRE),dam_27997508
hrs_43605520,Knowing Me (IRE),Declan Queally,trn_71892,Mrs B Queally,own_362588,Pour Moi (IRE),sir_5389447,Whats Anothershuil (IRE),dam_6709290
hrs_44974986,Madam Jess (IRE),Declan Queally,trn_71892,Mrs B Queally,own_362588,Elzaam (AUS),sir_5272953,Invade (IRE),dam_5990250
hrs_37790396,Manatee Du Brizais (FR),Declan Queally,trn_71892,Mrs B Queally,own_362588,Manatee (GB),sir_6020651,Serinova (FR),dam_5530238
hrs_29889895,Morrie In D Quarry (IRE),Declan Queally,trn_71892,Mrs B Queally,own_362588,Mahler (GB),sir_4624179,Correctandpresent (IRE),dam_12564195
hrs_412672925,Orlando Spirit (FR),Declan Queally,trn_71892,Mrs B Queally,own_362588,Nicaron (GER),sir_4450614,Clairevoie (FR),dam_412672918
hrs_34789006,Yorkshire Escape (IRE),Declan Queally,trn_71892,Mrs B Queally,own_362588,Getaway (GER),sir_4602430,Yorkshire Girl (IRE),dam_5292385
hrs_35700000,Winds Of Winter (IRE),Paul W Flynn,trn_171756,Mrs B Ryan,own_131400,Mahler (GB),sir_4624179,Canadian Blaze (IRE),dam_5099192
hrs_9818662,Brewin'upastorm (IRE),Olly Murphy,trn_301977,Mrs Barbara Hester,own_904532,Milan (GB),sir_3734157,Daraheen Diamond (IRE),dam_4428480
hrs_36864352,Lope De Light (GB),William Durkan,trn_131589,Mrs Beatrice Lombard,own_401992,Lope De Vega (IRE),sir_5186867,Freedom's Light (GB),dam_5915868
hrs_33096812,Longagoanfarbehind (FR),Seamus Fahey,trn_48186,Mrs Bernadette Fahey,own_855060,Al Namix (FR),sir_3647567,Halbina De Juilley (FR),dam_4001116
hrs_36908102,Cullagh West (IRE),Seamus Fahey,trn_48186,Mrs Bernadette Fahey Padraig Reddin,own_1354512,Westerner (GB),sir_3927665,Cyras Bach (IRE),dam_36908095
hrs_46108174,Darcys Song (IRE),V T O'Brien,trn_12510,Mrs Bernadette Obrien,own_605232,Doyen (IRE),sir_3983700,Dainty Queen (IRE),dam_46108167
hrs_26008339,Deal Again (IRE),V T O'Brien,trn_12510,Mrs Bernadette Obrien,own_605232,Jeremy (USA),sir_4495463,Gerannjo (IRE),dam_4487315
hrs_23218678,Justakeg (IRE),V T O'Brien,trn_12510,Mrs Bernadette Obrien,own_605232,Dubai Destination (USA),sir_3782352,Steel Beam (IRE),dam_23218671
hrs_15451401,Western Doyen (IRE),V T O'Brien,trn_12510,Mrs Bernadette Obrien,own_605232,Doyen (IRE),sir_3983700,Nursling (IRE),dam_3942456
hrs_23165156,Highland Charge (IRE),E McNamara,trn_96120,Mrs Brenda Graham,own_196248,Fame And Glory (GB),sir_4871055,Full Of Birds (FR),dam_4096890
hrs_47064934,Cnoc An Locha (IRE),Tom Dreaper,trn_370971,Mrs Bridget Dillon Seamus Domegan,own_1392928,Milan (GB),sir_3734157,Reine Des Pres (IRE),dam_8525349
hrs_25156719,Verbal Sparring (IRE),Desmond McDonogh,trn_38754,Mrs Bridget Dillon Seamus Obrien,own_1174168,Vocalised (USA),sir_4957421,Teocht (IRE),dam_5855913
hrs_31672956,Cristiano Marealdo (IRE),P J Rothwell,trn_122130,Mrs Byrnes Boys Syndicate,own_1283544,Doyen (IRE),sir_3983700,Ma Douce (IRE),dam_5061679
hrs_39148130,Handlethekettle (IRE),Paul Cashman,trn_45000,Mrs C Cashman,own_235472,Youmzain (IRE),sir_4485502,Tooreen (IRE),dam_5799808
hrs_33479047,Tell Me Again (IRE),Paul Cashman,trn_45000,Mrs C Cashman,own_235472,Robin Des Champs (FR),sir_3689966,Goldacava (IRE),dam_6124566
hrs_35150367,Angostura (IRE),Gordon Elliott,trn_163305,Mrs Caren Walsh,own_471680,Malinas (GER),sir_4209772,Tearsofclewbay (GB),dam_6357239
hrs_29212869,Instant Tendance (FR),Gordon Elliott,trn_163305,Mrs Caren Walsh,own_471680,Joshua Tree (IRE),sir_5172580,Sissi Land (FR),dam_11513719
hrs_34788950,Disco Dancer (IRE),Gordon Elliott,trn_163305,Mrs Caren Walsh Dee Lestrange,own_1263108,Snow Sky (GB),sir_5897101,Shop Dj (IRE),dam_5147590
hrs_27428688,Zaidi (FR),Gordon Elliott,trn_163305,Mrs Caren Walsh Dee Lestrange,own_1263108,Born To Sea (IRE),sir_5411385,Zaidiyna (FR),dam_5201035
hrs_30628255,Daly Pursuit (IRE),Patrick J F Hassett,trn_123318,Mrs Carol Oneill,own_571192,Elusive Pimpernel (USA),sir_5164180,Daly (IRE),dam_5036983
hrs_35150472,Kyle Valley (IRE),P J Rothwell,trn_122130,Mrs Caroline Doyle,own_1325216,Doyen (IRE),sir_3983700,Tobrigids (IRE),dam_20822802
hrs_19052565,Helvic Dream (IRE),Noel Meade,trn_40014,Mrs Caroline Hendron Mrs M Cahill,own_1111332,Power (GB),sir_5454624,Rachevie (IRE),dam_19052558
hrs_38649709,Jacks In Milan (IRE),Miss Ellmarie Holden,trn_289314,Mrs Catherine Holden,own_975424,Milan (GB),sir_3734157,Seven Even (FR),dam_5822187
hrs_31565051,Newport (GB),Eoin Doyle,trn_133551,Mrs Christina Hughes,own_1113276,Starspangledbanner (AUS),sir_5084065,Chamber Maid (GB),dam_28013629
hrs_23281034,Optional Mix (IRE),Eoin Doyle,trn_133551,Mrs Christina Hughes,own_1113276,Carlotamix (FR),sir_4494112,Got Options (IRE),dam_5162605
hrs_28999894,Ranger Billy (IRE),Eoin Doyle,trn_133551,Mrs Christina Hughes,own_1113276,Westerner (GB),sir_3927665,Lady Nelson (IRE),dam_5086886
hrs_29890063,Scottish Dancer (IRE),Eoin Doyle,trn_133551,Mrs Christina Hughes,own_1113276,Highland Reel (IRE),sir_5957532,Destalink (GB),dam_6199963
hrs_24228519,Answering (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Ask (GB),sir_4538492,Gemmeus (IRE),dam_4072383
hrs_44450266,Bayrann (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Valirann (FR),sir_5740378,Scenic Bay (IRE),dam_4817638
hrs_35351323,Beauforts Storm (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Gale Force Ten (GB),sir_5638913,Travel Treat (IRE),dam_5146911
hrs_38685290,Bee Bright (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Leading Light (IRE),sir_5720169,Honeybrunch (IRE),dam_6058738
hrs_9462390,Cher Why Not (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Flemensfirth (USA),sir_676046,Chermesina (IRE),dam_3609144
hrs_23284471,Delias Pet (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Stowaway (GB),sir_3188248,Cellar Door (IRE),dam_4624984
hrs_24555454,Getaway Charlie (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Getaway (GER),sir_4602430,Chermesina (IRE),dam_3609144
hrs_22250809,Maralinga (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Footstepsinthesand (GB),sir_4217458,French Blue (GB),dam_6278209
hrs_32881646,Midnight Eugene (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Barely A Moment (AUS),sir_4161850,Chepski (IRE),dam_32881695
hrs_43826916,Miss Mimosa (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Pour Moi (IRE),sir_5389447,Honeybrunch (IRE),dam_6058738
hrs_27684538,No Fussing (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Fame And Glory (GB),sir_4871055,Scenic Bay (IRE),dam_4817638
hrs_24228813,Red Finch (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Vinnie Roe (IRE),sir_3727269,Anna Bird (IRE),dam_5293547
hrs_17963666,Stellar Stow (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Stowaway (GB),sir_3188248,Cellar Door (IRE),dam_4624984
hrs_25867282,Thats All (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Morpheus (GB),sir_5753181,Aluana (IRE),dam_4599987
hrs_38884706,Venturi Effect (IRE),Timothy Doyle,trn_108612,Mrs Claire Doyle,own_580156,Vita Venturi (IRE),sir_5064906,Scenic Bay (IRE),dam_4817638
hrs_43320697,Intheblinkofaneye (IRE),John E & Thomas Kiely,trn_364005,Mrs Claire Gleeson,own_729180,Presenting (GB),sir_676165,Through The Lens (IRE),dam_23565717
hrs_27110405,Liberated Light (IRE),John E & Thomas Kiely,trn_364005,Mrs Claire Gleeson,own_729180,Muhaarar (GB),sir_5988269,Hikari (IRE),dam_5830811
hrs_21690725,Miss Aytan (IRE),John E & Thomas Kiely,trn_364005,Mrs Claire Gleeson,own_729180,Excelebration (IRE),sir_5245191,Miss Celie (IRE),dam_10442614
hrs_39735647,Alpine Swift (IRE),Sarah Joanna Connell,trn_370035,Mrs Clare Connell,own_671192,Getaway (GER),sir_4602430,Fern Bird (IRE),dam_5428703
hrs_31672949,Catchabird (IRE),Sarah Joanna Connell,trn_370035,Mrs Clare Connell,own_671192,Getaway (GER),sir_4602430,Fern Bird (IRE),dam_5428703
hrs_35039984,Copper Coast (IRE),Sarah Joanna Connell,trn_370035,Mrs Clare Connell,own_671192,Sans Frontieres (IRE),sir_4989285,A Better Excuse (IRE),dam_5059110
hrs_28891555,Santa Catarina (GB),Paul John Gilligan,trn_117756,Mrs Clare Ellam,own_1390048,Adaay (IRE),sir_6028827,Peters Spirit (IRE),dam_5249321
hrs_412672939,Rorkes Drift (IRE),Gerard Kelleher,trn_73386,Mrs Clare Newell,own_1377468,Ocovango (GB),sir_5603829,Thechoice Is Yours (IRE),dam_412672932
hrs_22488025,Set Point (IRE),Gordon Elliott,trn_163305,Mrs Clodagh Lacy,own_1303340,Sea The Stars (IRE),sir_4868829,Hot Sauce (IRE),dam_6069469
hrs_34253415,Kilbarry Saint (FR),C O'Keeffe,trn_53928,Mrs Con Okeeffe Tadhg Osullivan,own_907320,Saint Des Saints (FR),sir_3816407,Oekaki (FR),dam_5233389
hrs_39941160,Kilbarry Ce Ce (IRE),C O'Keeffe,trn_53928,Mrs Con Okeeffe Tadhg Osullivan Anthony Okeeffe,own_1398872,Pillar Coral (GB),sir_7976311,Kilbarry Demon (IRE),dam_4674677
hrs_20891374,Aodhan May (IRE),C Byrnes,trn_80190,Mrs Cora Byrnes,own_1220972,Vinnie Roe (IRE),sir_3727269,Caltra Royale (IRE),dam_4717643
hrs_45445246,Ladies Well (IRE),Andrew Slattery,trn_95292,Mrs Croghs Syndicate,own_1398220,Mahler (GB),sir_4624179,Miss Crick (GB),dam_6154533
hrs_34099597,Mastermacblack (IRE),P Corkery,trn_289386,Mrs D Corkery,own_996464,Carlo Bank (IRE),sir_3518228,Lafanta (IRE),dam_4568879
hrs_28851851,Walk In The Stars (IRE),P Corkery,trn_289386,Mrs D Corkery,own_996464,Walk In The Park (IRE),sir_4218179,Chirouble (IRE),dam_4094755
hrs_42780801,Amboyna (IRE),John E & Thomas Kiely,trn_364005,Mrs D Vasicek,own_1005700,Mount Nelson (GB),sir_4624228,Amber Light (IRE),dam_4265254
hrs_33774573,Il Silenzio (GB),Martin Brassil,trn_74322,Mrs Deirdre Brassil,own_727088,Kayf Tara (GB),sir_3297462,Monita Bonita (GB),dam_5886965
hrs_27877269,The Flying Spur (FR),Martin Brassil,trn_74322,Mrs Deirdre Brassil,own_727088,Martaline (GB),sir_3862593,Ile De See (FR),dam_5140583
hrs_27566028,Shinnhill (IRE),Neil McKnight,trn_174600,Mrs Denise Kernaghan,own_1374804,Conduit (IRE),sir_4799018,Blazing Love (IRE),dam_6134324
hrs_39826983,Birmingham Alabama (IRE),E D Delany,trn_67716,Mrs Diane Flanagan,own_1081848,Ocovango (GB),sir_5603829,Become Legend (IRE),dam_7081802
hrs_29735685,Laurie Blue (IRE),E D Delany,trn_67716,Mrs Diane Flanagan,own_1081848,Court Cave (IRE),sir_4123686,Just Smart (IRE),dam_4429593
hrs_35430535,Dakota Chief (IRE),Louise G Lyons,trn_339498,Mrs Donna Oconnell,own_1305976,Sioux Nation (USA),sir_9923655,Yeah Baby (IRE),dam_5895113
hrs_24907624,Chosen Thyme (IRE),Philip Fenton,trn_146493,Mrs E A Lawlor,own_216288,Well Chosen (GB),sir_3090514,Vics Star (IRE),dam_5507985
hrs_32952661,Beachcomber (FR),Jonjo & A J O'Neill,trn_372456,Mrs E J Wills,own_508448,Bathyrhon (GER),sir_5740294,Alpes Du Sud (FR),dam_22641815
hrs_47098982,Charlies Girl (IRE),S Slevin,trn_103032,Mrs E Slevin,own_225344,Order Of St George (IRE),sir_6059046,Pearl Heart (IRE),dam_6152510
hrs_41750702,Sights Unseen (IRE),S Slevin,trn_103032,Mrs E Slevin,own_225344,Hillstar (GB),sir_5600931,Lights Of Broadway (IRE),dam_5400080
hrs_22748425,Lightontheriver (IRE),Miss J M Lee,trn_279360,Mrs Edwina Finn,own_80644,Leading Light (IRE),sir_5720169,Hillview Whipper (IRE),dam_22748418
hrs_35150549,Therellbguddaysyet (IRE),Michael John O'Connor,trn_167229,Mrs Eileen Cotter,own_849116,Leading Light (IRE),sir_5720169,Strong Roe (IRE),dam_24051636
hrs_40918500,Saidekelly (IRE),James Joseph Mangan,trn_30699,Mrs Eileen Hodnett,own_704608,Westerner (GB),sir_3927665,Elodie Des Bordes (FR),dam_40918493
hrs_35513660,Walk Of The Roses (IRE),James Joseph Mangan,trn_30699,Mrs Eileen Hodnett,own_704608,Walk In The Park (IRE),sir_4218179,Koko Rose (IRE),dam_6383601
hrs_21526722,Plains Indian (IRE),Andrew Slattery,trn_95292,Mrs Eithne Thompson,own_1342016,Shantou (USA),sir_740670,Flaithiuil (IRE),dam_10034325
hrs_29621816,Colline Fleurie (IRE),Brendan Maurice Walsh,trn_359820,Mrs Elizabeth Stack,own_845120,Hillstar (GB),sir_5600931,Dereme (IRE),dam_29622180
hrs_23347513,It'sallabouteve (IRE),Brendan Maurice Walsh,trn_359820,Mrs Elizabeth Stack,own_845120,Doyen (IRE),sir_3983700,Afdala (IRE),dam_4765530
hrs_39020898,Rose Boum (FR),Paul Nolan,trn_86823,Mrs Elizabeth Walsh,own_776508,Buck's Boum (FR),sir_5010166,Rose Queen (FR),dam_14221081
