horse_id,horse,trainer,trainer_id,owner,owner_id,sire,sire_id,dam,dam_id
hrs_24819494,Mister Wilson (IRE),Gavin Cromwell,trn_160524,Darren Cahill,own_972160,Alhebayeb (IRE),sir_5636862,Volkovkha (GB),dam_5933480
hrs_36824116,Moutarde (IRE),Gavin Cromwell,trn_160524,Darren Cahill J R Brennan E Hughes Kiva Cromwell,own_1336660,Raven's Pass (USA),sir_4779124,Ros Mountain (IRE),dam_19768665
hrs_22567517,Menindee (IRE),D M Christie,trn_120897,David A Kells,own_664192,Yeats (IRE),sir_4086887,Silver Tassie (FR),dam_5625207
hrs_35243726,Paddy's Milestone (IRE),S R B Crawford,trn_149364,David Bamber,own_498536,Malinas (GER),sir_4209772,Wings At Dawn (IRE),dam_20324703
hrs_29327046,Timmy Tuesday (IRE),Gordon Elliott,trn_163305,David Barnard Nick Courtney Cillian Moran,own_1294760,Mahler (GB),sir_4624179,Bonmahon (IRE),dam_21826742
hrs_6987904,Mr Adjudicator (GB),W P Mullins,trn_13275,David Bobbett,own_858932,Camacho (GB),sir_4216086,Attlongglast (GB),dam_5064080
hrs_39826815,Annamaymurt (IRE),Paul John Gilligan,trn_117756,David Corrigan Natalie Gilligan,own_1364912,Malinas (GER),sir_4209772,Catherines Quandry (IRE),dam_28824985
hrs_30124710,Glyde Ranger (IRE),T G McCourt,trn_38196,David Daly Gerard Shevlin Ms Denise Mccourt,own_1269100,Belardo (IRE),sir_6017543,Compass Rose (IRE),dam_6466845
hrs_23906099,Ocean Legacy (IRE),Dermot A McLoughlin,trn_207063,David Eiffe,own_390500,Kalanisi (IRE),sir_3366048,Ocean Bright (USA),dam_5157817
hrs_37790200,Farfromnowhere (IRE),Paul Nolan,trn_86823,David Flynn J R Brennan,own_1370828,Shirocco (GER),sir_4009460,Nowhere Fast (IRE),dam_37790445
hrs_45445260,Our Girl Ellie (IRE),Stephen Ryan,trn_84681,David G Osullivan,own_1208448,Doyen (IRE),sir_3983700,Our Girl Lucy (IRE),dam_5307785
hrs_25227755,Cafe Del Mar (IRE),David J Phelan,trn_360450,David J Phelan,own_1219220,Sholokhov (IRE),sir_3839283,Dazzling Susie (IRE),dam_5164474
hrs_34282206,Deise Bella (IRE),Mrs Jayne Hearne,trn_340263,David J Phelan,own_1219220,Westerner (GB),sir_3927665,Stowaways Dream (IRE),dam_34282199
hrs_13556704,Mater Matuta (IRE),E D Delany,trn_67716,David Jordan,own_604872,Dawn Approach (IRE),sir_5647166,Morning Bell (GB),dam_6235110
hrs_39678786,Kazakh d'Arthel (FR),Gavin Cromwell,trn_160524,David Lestrange,own_38556,Cokoriko (FR),sir_5839988,Chimene D'Arthel (FR),dam_7050862
hrs_34598060,Dee Capo (FR),Gordon Elliott,trn_163305,David Lestrange,own_38556,Maxios (GB),sir_5369000,Walkure (IRE),dam_8894795
hrs_38002664,Grimaud (FR),Gordon Elliott,trn_163305,David Lestrange,own_38556,Zoffany (IRE),sir_5292651,Garance (FR),dam_10616158
hrs_39996614,Spinola Bay (GB),Gordon Elliott,trn_163305,David Lestrange,own_38556,Dragon Dancer (GB),sir_4344697,Earth Lady (GB),dam_8251929
hrs_40806241,Dee's Getaway (IRE),J P Dempsey,trn_147078,David Lestrange,own_38556,Getaway (GER),sir_4602430,Chiltern Hills (IRE),dam_5669048
hrs_38884776,Kaikoura (FR),J P Dempsey,trn_147078,David Lestrange,own_38556,Beaumec De Houelle (FR),sir_13423760,L'Aumance Girl (FR),dam_5772585
hrs_34788992,Sansrisk (FR),J P Dempsey,trn_147078,David Lestrange,own_38556,No Risk At All (FR),sir_5221342,Eau Perlee (FR),dam_34788985
hrs_40352319,Miss Lia (IRE),P J Rothwell,trn_122130,David Lestrange,own_38556,Califet (FR),sir_3769220,Salmiakki (IRE),dam_40352312
hrs_34598025,Clever Minded (IRE),J P Dempsey,trn_147078,David Lestrange Raymond P Fitzgerald,own_1388192,Jack Hobbs (GB),sir_5958330,Clever Mode (FR),dam_18143811
hrs_34746579,Hey Whatever (IRE),Gordon Elliott,trn_163305,David Maughan G King Conor Brett Nick Courtney,own_1355136,El Kabeir (USA),sir_6093178,Light Laughter (IRE),dam_7337288
hrs_29184862,Teagarden Jazz (GB),Gordon Elliott,trn_163305,David Maughan Mrs Cliona Maughan,own_1191292,Golden Horn (GB),sir_6057142,Zamoura (GB),dam_6120632
hrs_29379490,In d'Or (FR),Venetia Williams,trn_87714,David Maxwell,own_601960,Nidor (FR),sir_4260312,La Dauvilla (FR),dam_5963055
hrs_35257768,Not Before Time (IRE),Aidan Anthony Howard,trn_161010,David Miley,own_1400104,Getaway (GER),sir_4602430,Curragheen (IRE),dam_9532054
hrs_25825604,Royal Eagle (IRE),Gordon Elliott,trn_163305,David Monaghan Adam Lord Paddy Monaghan,own_1224884,Free Eagle (IRE),sir_5783750,Nitya (FR),dam_5603696
hrs_36878695,Patrol Leader (IRE),John Joseph Hanlon,trn_169605,David Mulrooney,own_1337208,French Navy (GB),sir_5351703,Stargem (GB),dam_3058020
hrs_45792089,I'll Sort That (IRE),Declan Queally,trn_71892,David Needham,own_853208,Sandmason (GB),sir_3548951,Tuscarora (IRE),dam_3823057
hrs_24675315,Natural Look (IRE),Declan Queally,trn_71892,David Needham,own_853208,Ocovango (GB),sir_5603829,Honours Graduate (IRE),dam_5047630
hrs_28400505,Plain Or Battered (IRE),P J Rothwell,trn_122130,David Norris Fergal Norris N Dooly,own_1369364,Mahler (GB),sir_4624179,Road To Pearls (GB),dam_27889330
hrs_33080733,Battle Of Ridgeway (IRE),Martin Hassett,trn_227448,David Omahoney Electrical Services Ltd,own_1348152,Califet (FR),sir_3769220,Scent With Love (IRE),dam_5832274
hrs_18134424,Definiteadare (IRE),Charles Coakley,trn_104265,David Osullivan,own_366896,Court Cave (IRE),sir_4123686,Rossadare (IRE),dam_5343296
hrs_30002329,Hidalgo Des Mottes (FR),Eoin Griffin,trn_72864,David Phelan,own_684660,Voiladenuo (FR),sir_5765893,Anareta Des Mottes (FR),dam_3635023
hrs_24228792,It's Time Again (IRE),David Richard Barry,trn_205389,David Richard Barry,own_734912,Shirocco (GER),sir_4009460,Regents Dancer (IRE),dam_4457845
hrs_37687482,Pharney Soldier (IRE),David Richard Barry,trn_205389,David Richard Barry,own_734912,Soldier Of Fortune (IRE),sir_4624284,Pharney Lady (IRE),dam_5527473
hrs_32401740,Junot (IRE),Michael Winters,trn_151353,David Spratt,own_704128,Make Believe (GB),sir_6104063,Istishaara (USA),dam_5331648
hrs_32401719,Spitfire Fighter (IRE),Noel Meade,trn_40014,Dcjgpn Syndicate,own_1266572,Elusive Pimpernel (USA),sir_5164180,Summer Spice (IRE),dam_3961909
hrs_15473752,Politicise (IRE),Nigel Thomas Slevin,trn_286938,De Bad Back Syndicate,own_1299196,Camelot (GB),sir_5493992,Politesse (USA),dam_4638865
hrs_32401999,Mi Lucky Cailin (IRE),William J McLernon,trn_70902,Deadmans Inn Syndicate,own_1291572,Milan (GB),sir_3734157,Consider Her Lucky (GER),dam_16206477
hrs_38649562,Aurea Fortuna (IRE),A J Martin,trn_65637,Debbie Breslin,own_1357076,Mount Nelson (GB),sir_4624228,Battle Over (FR),dam_3722208
hrs_18799228,Bigz Belief (IRE),Matthew J Smith,trn_246555,Debbie Kelly,own_1177748,Make Believe (GB),sir_6104063,Manaka (FR),dam_12584572
hrs_21678895,March Law (IRE),Matthew J Smith,trn_246555,Debbie Kelly,own_1177748,Lawman (FR),sir_4677225,Dookus (IRE),dam_4827697
hrs_37757783,Le Bugiste (FR),Gavin Cromwell,trn_160524,Debbie Rogers Brendan Rogers Matthew Rogers,own_1405612,American Devil (FR),sir_5504338,La Buisse (FR),dam_37757776
hrs_39698946,Kinturk Jack (IRE),Thomas Gibney,trn_173538,Declan A Reilly,own_1119244,Kalanisi (IRE),sir_3366048,Dew On The Grass (IRE),dam_5044753
hrs_29931678,Miss Vivacious (IRE),Thomas Gibney,trn_173538,Declan A Reilly,own_1119244,Flemensfirth (USA),sir_676046,Miss Cozzene (FR),dam_4659781
hrs_412712146,Podcast (GB),Thomas Gibney,trn_173538,Declan A Reilly,own_1119244,Blue Bresil (FR),sir_4924724,Milady's Dilemma (IRE),dam_9843330
hrs_34961346,Knocknacree (IRE),Robert Widger,trn_327330,Declan Brennan,own_249220,Champs Elysees (GB),sir_4532486,Layla Joan (IRE),dam_5809734
hrs_38649737,Stoneyford Lady (IRE),Henry De Bromhead,trn_11241,Declan Landy,own_476888,Valirann (FR),sir_5740378,Presenting D'Azy (IRE),dam_20506535
hrs_35176008,Sky Tempest (IRE),Louise G Lyons,trn_339498,Declan Odwyer,own_1320212,Cloudings (IRE),sir_3234854,Kempinski (IRE),dam_5088244
hrs_35054817,Folly Master (IRE),J T R Dreaper,trn_42930,Declan Ofarrell,own_576052,Famous Name (GB),sir_4784598,Gail Borden (IRE),dam_17571190
hrs_42880684,Another Question (IRE),Miss J M Lee,trn_279360,Declan Okeeffe,own_482368,Ask (GB),sir_4538492,Khelino Mix (IRE),dam_42880677
hrs_29889909,St Denis's Well (IRE),Ian Patrick Donoghue,trn_344160,Declans Bar Syndicate,own_1298256,Famous Name (GB),sir_4784598,Annie Greene (IRE),dam_6339641
hrs_24569230,Skinnider (IRE),Martin Hassett,trn_227448,Deirdre Hassett,own_807288,Shirocco (GER),sir_4009460,Shameena (IRE),dam_5014107
hrs_32401985,Brandt (IRE),Cian Collins,trn_355860,Del Boy Partnership,own_1385240,Affinisea (IRE),sir_5784198,Bean Ki Moon (IRE),dam_5286771
hrs_41877612,Drusilla (GB),Cian Collins,trn_355860,Del Boy Partnership,own_1385240,Saxon Warrior (JPN),sir_11118415,Mama Quilla (USA),dam_5685050
hrs_31480344,La Tulipe Noire (IRE),Ciaran Murphy,trn_342693,Denis A Mckenna,own_1374728,Berkshire (IRE),sir_5859679,Ambermaryrose (IRE),dam_4764494
hrs_32881681,Answer To Kayf (GB),Terence O'Brien,trn_51444,Denis A Oconnor,own_1352988,Kayf Tara (GB),sir_3297462,Annie's Answer (IRE),dam_4426387
hrs_18134417,Mattie's Mountain (IRE),Eoin Christopher McCarthy,trn_235116,Denis Enright,own_1145976,Mountain High (IRE),sir_4270791,Ballyeightra Lass (IRE),dam_4907630
hrs_23979697,Name Me Famous (IRE),Eoin Christopher McCarthy,trn_235116,Denis Enright,own_1145976,Famous Name (GB),sir_4784598,Golden Palm (IRE),dam_5635700
hrs_29931671,Lisnagar Fortune (IRE),W P Mullins,trn_13275,Denis Fitzgerald,own_168720,Soldier Of Fortune (IRE),sir_4624284,Asta Belle (FR),dam_13153609
hrs_33274899,Binge Worthy (IRE),Gordon Elliott,trn_163305,Denis Gallagher Racing,own_1306180,Walk In The Park (IRE),sir_4218179,Carrigeen Lonicera (IRE),dam_5593924
hrs_28220521,A Nod To Getaway (IRE),Paul O'Flynn,trn_253953,Denis Goold,own_1176736,Getaway (GER),sir_4602430,Springfort Diva (IRE),dam_5578923
hrs_29326724,Sonny May (IRE),Denis Hickey,trn_178407,Denis Hickey,own_646284,Hillstar (GB),sir_5600931,Wouldnt Doubt Ya (IRE),dam_4907301
hrs_41052382,Thehardandthewild (IRE),Denis Hickey,trn_178407,Denis Hickey,own_646284,Hillstar (GB),sir_5600931,Bella Patrice (IRE),dam_4771305
hrs_46903241,Black Fern (IRE),Padraig Butler,trn_344367,Denis J Nolan,own_447328,Soldier Of Fortune (IRE),sir_4624284,Nolans Legacy (IRE),dam_19975473
hrs_34557992,Winning Smut (IRE),Michael Hourigan,trn_34974,Denis J Reddan,own_95240,Yeats (IRE),sir_4086887,Winning Jenny (IRE),dam_3682399
hrs_37701489,Our Tilly (IRE),Thomas Cooper,trn_39654,Denis J Reddan,own_95240,Ask (GB),sir_4538492,Tiny's Best (IRE),dam_37701692
hrs_30837667,Imadpour (IRE),Andrew McNamara,trn_285435,Denis Omahony Daibheid Mchugh Desmond J Kelly,own_1212304,Le Havre (IRE),sir_5021548,Imrana (GB),dam_11846086
hrs_13445992,Subset (IRE),Peter Maher,trn_193959,Denis P Beary,own_1005100,Dahjee (USA),sir_4124155,Secret Flutter (IRE),dam_3868592
hrs_40352529,Angel's Peak (IRE),Denis Paul Murphy,trn_114408,Denis Paul Murphy,own_385020,Workforce (GB),sir_5198053,Monifah (IRE),dam_40352683
hrs_39431672,Arch Empire (FR),Denis Paul Murphy,trn_114408,Denis Paul Murphy,own_385020,Doctor Dino (FR),sir_4223408,Arch Duchess (FR),dam_5886559
hrs_38203284,Manlikemike (IRE),Denis Paul Murphy,trn_114408,Denis Paul Murphy,own_385020,Mount Nelson (GB),sir_4624228,Baby Bee Jay (GB),dam_6215510
hrs_34860007,Ma Bess (IRE),Terence O'Brien,trn_51444,Denis Wilson,own_628552,Malinas (GER),sir_4209772,Ring Louise (IRE),dam_30527672
hrs_11354819,Feyan (IRE),Eoin Christopher McCarthy,trn_235116,Departed Syndicate,own_1360348,Nayef (USA),sir_3659915,Munaafasat (IRE),dam_11354812
hrs_33975228,Coco Kolada (IRE),Karl Thornton,trn_234918,Derby Bar Syndicate,own_1201848,Affinisea (IRE),sir_5784198,Honey Away (IRE),dam_22739010
hrs_30017484,Grey Fable (IRE),Karl Thornton,trn_234918,Derby Bar Syndicate,own_1201848,Starspangledbanner (AUS),sir_5084065,Satwa Ruby (FR),dam_5047140
hrs_33975242,Mighty Oak Lad (IRE),Karl Thornton,trn_234918,Derby Bar Syndicate,own_1201848,Doyen (IRE),sir_3983700,Golden Diva (IRE),dam_5604039
hrs_21395339,Where's Frankie (IRE),Karl Thornton,trn_234918,Derby Bar Syndicate,own_1201848,Court Cave (IRE),sir_4123686,Court Over (GB),dam_4658360
hrs_27166475,Queen Of Seduction (IRE),Mrs John Harrington,trn_11565,Derek Gibbons,own_634392,Mastercraftsman (IRE),sir_4870369,Supreme Seductress (IRE),dam_5385513
hrs_20597101,Bardenstown Lad (GB),Gavin Cromwell,trn_160524,Derek Kierans,own_769956,Black Sam Bellamy (IRE),sir_3852772,Pougatcheva (FR),dam_3993822
hrs_29409513,Encanto Bruno (IRE),Gavin Cromwell,trn_160524,Derek Kierans,own_769956,Mahler (GB),sir_4624179,Stratosphere (GB),dam_3930605
hrs_34859699,Half Past Tipsy (IRE),Gavin Cromwell,trn_160524,Derek Kierans,own_769956,Muhtathir (GB),sir_3276504,Miss Otis Regrets (IRE),dam_4946613
hrs_42073815,Slowdownbarney (IRE),Gavin Cromwell,trn_160524,Derek Kierans,own_769956,Magna Grecia (IRE),sir_14902776,Dawn Choir (GB),dam_10590671
hrs_25026162,Andys Flame (GB),John C McConnell,trn_132759,Derek Kierans,own_769956,Martaline (GB),sir_3862593,Marie Deja La (FR),dam_5141682
hrs_28739074,Bella Union (IRE),John C McConnell,trn_132759,Derek Kierans,own_769956,Mahler (GB),sir_4624179,Missusan (IRE),dam_4619573
hrs_11337515,Construct (GB),John C McConnell,trn_132759,Derek Kierans,own_769956,Maxios (GB),sir_5369000,Airfield (GB),dam_5892789
hrs_24494652,Reserve Judgement (IRE),John C McConnell,trn_132759,Derek Kierans,own_769956,Ocovango (GB),sir_5603829,Reserve The Right (IRE),dam_6184444
hrs_21340767,General Clermont (FR),D E Fitzgerald,trn_135900,Derek Mara,own_1327576,Balko (FR),sir_4168122,Odile De Neulliac (FR),dam_7967120
hrs_27166552,Up And Out (IRE),Gordon Elliott,trn_163305,Dermot Crosby K Crosby,own_1263752,Pride Of Dubai (AUS),sir_6158376,Dacio (USA),dam_5947452
hrs_35446397,Tom Red (IRE),Mark Michael McNiff,trn_176661,Dermot J Kelly,own_1095712,Elzaam (AUS),sir_5272953,Diamond Rio (IRE),dam_6124020
hrs_37790193,Hestheboycandoit (IRE),S Michael Millar,trn_289440,Dermot M Obrien,own_826164,Notnowcato (GB),sir_4128446,Leish Oscar (IRE),dam_5462632
hrs_34961934,Pitwood Road (GB),Terence O'Brien,trn_51444,Derrick Mossop,own_173524,Proconsul (GB),sir_6126435,Overyou (GB),dam_5267465
hrs_23218853,Pray Tell (IRE),Desmond Kenneally,trn_165978,Desmond Kenneally,own_603312,Ask (GB),sir_4538492,Leading Rank (IRE),dam_6118826
hrs_39021479,Glasgow Dan (IRE),Paul Stephen Kiely,trn_287091,Desmond Kent,own_993692,Imperial Monarch (IRE),sir_5412708,Glen Dubh (IRE),dam_4773251
hrs_26988283,Pralognan (FR),A J Martin,trn_65637,Dewsweepers Syndicate,own_495292,Dabirsim (FR),sir_5535299,Prema (GER),dam_5037935
hrs_20393821,Ashdale Bob (IRE),Mrs John Harrington,trn_11565,Diarmuid Horgan,own_168696,Shantou (USA),sir_740670,Ceol Rua (IRE),dam_5314442
hrs_34788922,Ashdale Flyer (IRE),Mrs John Harrington,trn_11565,Diarmuid Horgan,own_168696,Walk In The Park (IRE),sir_4218179,Miss Brandywell (IRE),dam_5152945
hrs_37890720,Earlofbrackenstown (IRE),Gavin Cromwell,trn_160524,Diarmuid Mchugh,own_1348992,Mount Nelson (GB),sir_4624228,Eva's Legacy (IRE),dam_37890713
hrs_31274222,Idol (FR),S Curling,trn_201789,Diarmuid Mchugh John P Dwan,own_1341836,Jukebox Jury (IRE),sir_4966836,Bonne Bouille (FR),dam_6179957
hrs_23055830,Mythical Times (IRE),P Cluskey,trn_63135,Discreet Syndicate,own_1207548,Camelot (GB),sir_5493992,Erysimum (IRE),dam_6253884
hrs_20926920,Riggs (IRE),P Cluskey,trn_63135,Discreet Syndicate,own_1207548,Mahler (GB),sir_4624179,Cousin Kizzy (IRE),dam_4022214
hrs_32232893,Hangry (IRE),John C McConnell,trn_132759,Dividebyfive Syndicate,own_1204864,Galileo (IRE),sir_3722383,Magic Tree (UAE),dam_4215680
hrs_43227919,Fantaske (FR),Paul Nolan,trn_86823,Dkcr Partnership,own_1297224,Kapgarde (FR),sir_3993948,Fantastic Cuix (FR),dam_5214692
hrs_47345151,J'Envoievalserenki (FR),Paul Nolan,trn_86823,Dkcr2 Partnership,own_1408116,Buck's Boum (FR),sir_5010166,Nile Breeze (FR),dam_4524331
hrs_47377596,Hashtag Doyen (IRE),Martin Brassil,trn_74322,Dmcs Consultancy Limited,own_1408120,Doyen (IRE),sir_3983700,Fleminhill (IRE),dam_47377589
hrs_37178582,Work Man Jimmy (IRE),R P Rath,trn_130887,Dmd Syndicate,own_361768,Workforce (GB),sir_5198053,Mogs Delight (IRE),dam_6025215
hrs_38666418,Muhtaluza (FR),Gordon Elliott,trn_163305,Dn Syndicate,own_1356184,Muhtathir (GB),sir_3276504,Santa Luza (FR),dam_29295140
hrs_38649611,Do The Math (IRE),Shane Crawley,trn_259740,Do The Math Syndicate,own_1356240,Court Cave (IRE),sir_4123686,Gingerlina (IRE),dam_24163699
hrs_37068143,Workinonadream (IRE),P J Rothwell,trn_122130,Do Your Best Syndicate,own_707336,Mount Nelson (GB),sir_4624228,Lady Daisy (IRE),dam_5186531
hrs_33274717,On My Bike (IRE),Gavin Cromwell,trn_160524,Dochas Partnership,own_1129556,Gatewood (GB),sir_5409138,Rectitude (GB),dam_6059424
hrs_35244314,Goldrush Kid (IRE),Patrick Magee,trn_331659,Dolores Magee,own_1156592,Unfortunately (IRE),sir_9992339,Gleeful (GB),dam_14995722
hrs_40225276,Lady Of The Locke (IRE),C Byrnes,trn_80190,Domanska Ltd,own_1371848,Churchill (IRE),sir_6345339,Fresh Mint (IRE),dam_4623318
hrs_29012711,Noble Blue (FR),Paul Nolan,trn_86823,Dominic Delaney,own_1059748,Brave Mansonnien (FR),sir_4724783,Noble City (GER),dam_6246226
hrs_40514572,Jampot Lane (IRE),Gearoid O'Loughlin,trn_313929,Dominic J Jones,own_497848,Kalanisi (IRE),sir_3366048,Justines Joy (IRE),dam_4576754
hrs_35150437,Heidi's Frontiere (IRE),Michael G Kennedy,trn_273726,Don Atkinson,own_447500,Sans Frontieres (IRE),sir_4989285,Ourgirlheidi (IRE),dam_6334020
hrs_34253709,Glas Acres (IRE),Frank John Hayes,trn_350910,Donal A Hayes,own_112172,Libertarian (GB),sir_5835837,Hunters Of Acres (IRE),dam_6191941
hrs_38217655,Star In The Park (IRE),D E Fitzgerald,trn_135900,Donal Barnwell,own_401112,Walk In The Park (IRE),sir_4218179,Flirt And Flee (IRE),dam_38217648
hrs_29522598,Fathom Two (IRE),Gavin Cromwell,trn_160524,Donal Boyle,own_1328200,Court Cave (IRE),sir_4123686,Fathom One (IRE),dam_29523375
hrs_39735696,Only You Norah (IRE),Donal Commins,trn_132606,Donal Commins,own_383968,Order Of St George (IRE),sir_6059046,Etymology (GB),dam_7197890
hrs_22616762,Star Official (IRE),R Donohoe,trn_108468,Donal Doyle R Donohoe,own_1275628,Dawn Approach (IRE),sir_5647166,Pechora (IRE),dam_6221096
hrs_412692973,Brave Soldier (IRE),M O Quigley,trn_137151,Donal Kevin Barry,own_1399636,Soldier Of Fortune (IRE),sir_4624284,Belle Of The Moor (IRE),dam_6106618
hrs_31189585,High Honour (GB),Donal Kinsella,trn_79731,Donal Kinsella,own_88952,Frankel (GB),sir_5344171,As Good As Gold (IRE),dam_6015240
hrs_23324917,The Riastrad (IRE),Donal Kinsella,trn_79731,Donal Kinsella,own_88952,Coulsty (IRE),sir_5819310,Funtshill (IRE),dam_23324910
hrs_35069090,Rising Dust (IRE),Michael Hourigan,trn_34974,Donal Oconnor,own_175076,Leading Light (IRE),sir_5720169,Bridge View Lady (IRE),dam_32485271
hrs_31022138,Born In Purple (FR),W P Mullins,trn_13275,Donald Galt,own_612692,Born To Sea (IRE),sir_5411385,Speed Song (GB),dam_4775883
hrs_43605485,Sysko (FR),W P Mullins,trn_13275,Donald Galt,own_612692,Bathyrhon (GER),sir_5740294,Poligirl (FR),dam_43605478
hrs_38884748,Balovale (IRE),E J O'Grady,trn_37161,Donald Galt E J Ogrady,own_1358240,Zambezi Sun (GB),sir_4741954,Miss Nomer (IRE),dam_5477514
hrs_35054838,Doitforjane Sid (IRE),Donncha Duggan,trn_190071,Donncha Duggan,own_96600,Mainsail (GB),sir_5539324,Splendeur (FR),dam_3958801
hrs_27428611,Monbeg Park (IRE),Sean Thomas Doyle,trn_206622,Donnchadh Doyle,own_775320,Walk In The Park (IRE),sir_4218179,Cyclone's Sister (IRE),dam_6157599
hrs_6019489,Hurricane Darwin (IRE),C W J Farrell,trn_125676,Douglas Taylor,own_509760,Westerner (GB),sir_3927665,Poetics Girl (IRE),dam_4987934
hrs_34253233,Locked Box (IRE),C W J Farrell,trn_125676,Douglas Taylor,own_509760,Beat Hollow (GB),sir_3616242,Evening Mist (IRE),dam_44659944
hrs_21526701,Land Jet (IRE),Peter Maher,trn_193959,Douglas Taylor,own_509760,Jet Away (GB),sir_5333650,None The Wiser (IRE),dam_5030480
hrs_28930930,River Vale (IRE),Michael Winters,trn_151353,Down To The Alley Syndicate,own_1277972,Mahler (GB),sir_4624179,Adderstonlee (IRE),dam_5815082
hrs_12420415,Bythesametoken (IRE),Ross O'Sullivan,trn_227025,Downtown Syndicate,own_355572,Fame And Glory (GB),sir_4871055,Moscow Mo Chuisle (IRE),dam_4527649
hrs_9584918,Vado Forte (FR),Ross O'Sullivan,trn_227025,Downtown Syndicate,own_355572,Walk In The Park (IRE),sir_4218179,Gloire (FR),dam_3613596
hrs_30469502,Volantis (IRE),Ross O'Sullivan,trn_227025,Downtown Syndicate,own_355572,Workforce (GB),sir_5198053,Gaye Milly Ann (IRE),dam_6886019
hrs_34166650,Cosmic Blizzard (IRE),S Curling,trn_201789,Dq Number Eleven Syndicate,own_1294748,Arctic Cosmos (USA),sir_5206740,Tara Belle (IRE),dam_34166965
hrs_39148123,Custom Taylor (IRE),Declan Queally,trn_71892,Dr Brid Corkery,own_756092,Malinas (GER),sir_4209772,Taylor (IRE),dam_5854555
hrs_29522619,Spice Diva (IRE),S R B Crawford,trn_149364,Dr J Syndicate,own_586476,Arcadio (GER),sir_4472293,Ned's Joy (IRE),dam_23013578
hrs_412694751,Shing Shilla (IRE),Adrian Sexton,trn_161604,Dr Kenneth Sinanan,own_963620,Gleneagles (IRE),sir_6014925,Week End (GB),dam_5246528
hrs_8866074,Falcon Eight (IRE),D K Weld,trn_9090,Dr R Lambe Dr J Climax,own_1146728,Galileo (IRE),sir_3722383,Polished Gem (IRE),dam_4480182
hrs_27902567,Kellie's Dream (IRE),Andrew Slattery,trn_95292,Dr Ronan Tynan,own_189208,Yeats (IRE),sir_4086887,Come And Fight (IRE),dam_5562914
